Country Name,Country Code,Year,women_parliament,arms_imports,tax_gdp,military_population,mil_spending,Region,IncomeGroup
Uruguay,URY,2002,12.1,13000000,15.7776762187295,1.5668039726062,8.38258877434135,Latin America & Caribbean,High income
United States,USA,2002,13.8,499000000,9.8614198548431,0.987420079719734,9.8372409837241,North America,High income
Uzbekistan,UZB,2002,7.2,9000000,NA,0.700020300588717,1.37717459198377,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2002,22.7,NA,21.8774128762483,NA,NA,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2002,9.7,50000000,NA,0.978797826195065,NA,Latin America & Caribbean,Upper middle income
British Virgin Islands,VGB,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2002,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Vietnam,VNM,2002,27.3,58000000,NA,1.19575985381425,NA,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2002,1.9,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Samoa,WSM,2002,6.1,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Kosovo,XKX,2002,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
"Yemen, Rep.",YEM,2002,0.7,593000000,NA,3.19866897876927,22.4008136944218,Middle East & North Africa,Low income
South Africa,ZAF,2002,29.8,NA,23.2784151355703,0.34404259568441,6.15901631750989,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2002,12,2000000,15.4400128684589,0.494737392316642,NA,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2002,10,NA,NA,1.02448828316856,NA,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2003,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Afghanistan,AFG,2003,NA,NA,NA,1.66641884027504,NA,South Asia,Low income
Angola,AGO,2003,15.5,48000000,17.1715799050331,1.7414900081341,10.934564719985,Sub-Saharan Africa,Lower middle income
Albania,ALB,2003,5.7,2000000,17.1961499195146,1.66799980287275,NA,Europe & Central Asia,Upper middle income
Andorra,AND,2003,14.3,NA,NA,NA,NA,Europe & Central Asia,High income
United Arab Emirates,ARE,2003,0,685000000,NA,2.24970575630653,23.4029772501393,Middle East & North Africa,High income
Argentina,ARG,2003,30.7,11000000,12.5187797002949,0.6021925089717,4.30799809877717,Latin America & Caribbean,Upper middle income
Armenia,ARM,2003,4.6,NA,NA,3.51253961235736,NA,Europe & Central Asia,Upper middle income
American Samoa,ASM,2003,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
Antigua and Barbuda,ATG,2003,5.3,NA,NA,NA,NA,Latin America & Caribbean,High income
Australia,AUS,2003,25.3,801000000,24.365136835797,0.529393539206184,5.28148237608047,East Asia & Pacific,High income
Austria,AUT,2003,33.9,42000000,26.6469699320882,0.866673329530992,1.82318437443309,Europe & Central Asia,High income
Azerbaijan,AZE,2003,10.5,NA,NA,2.19593802658729,11.2015503875969,Europe & Central Asia,Upper middle income
Burundi,BDI,2003,18.4,NA,NA,1.90606697715136,15.1734290658333,Sub-Saharan Africa,Low income
Belgium,BEL,2003,35.3,21000000,25.0766180109402,0.931150758556945,2.39573595278293,Europe & Central Asia,High income
Benin,BEN,2003,6,NA,NA,0.237971543966081,4.7291185753992595,Sub-Saharan Africa,Low income
Burkina Faso,BFA,2003,11.7,NA,11.0910164006408,0.294015894499257,6.0974349434695405,Sub-Saharan Africa,Low income
Bangladesh,BGD,2003,2,8000000,6.96521390375867,0.3793677425438,9.87597269802709,South Asia,Lower middle income
Bulgaria,BGR,2003,26.2,2000000,19.9246411252947,2.53729525519817,7.52499427611997,Europe & Central Asia,Upper middle income
Bahrain,BHR,2003,0,1000000,3.30681318786877,5.65055290924261,15.914684167350298,Middle East & North Africa,High income
"Bahamas, The",BHS,2003,20,NA,9.28851905674012,0.535102739726027,NA,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2003,16.7,NA,NA,1.2619253624847,5.03507612754956,Europe & Central Asia,Upper middle income
Belarus,BLR,2003,10.3,NA,17.6881219095961,3.72854937412762,28.857837181045,Europe & Central Asia,Upper middle income
Belize,BLZ,2003,3.3,NA,19.1743210557668,1.0784842394235,2.6477476780185802,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2003,NA,NA,NA,NA,NA,North America,High income
Bolivia,BOL,2003,18.5,5000000,12.9730002345066,1.70473917490624,6.70777154976519,Latin America & Caribbean,Lower middle income
Brazil,BRA,2003,8.6,110000000,15.2443835794125,0.794375209914416,3.66757401104433,Latin America & Caribbean,Upper middle income
Barbados,BRB,2003,13.3,NA,24.7396827335603,0.401222390884227,NA,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2003,NA,0,NA,6.34581739465647,10.843989769821,East Asia & Pacific,High income
Bhutan,BTN,2003,9.3,NA,9.6443472198942,NA,NA,South Asia,Lower middle income
Botswana,BWA,2003,17,9000000,NA,1.57751455820578,9.154583435733601,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2003,NA,NA,NA,0.226325275943949,10.293389306856,Sub-Saharan Africa,Low income
Canada,CAN,2003,20.6,152000000,13.275753268971,0.355181922623964,2.76081510533127,North America,High income
Switzerland,CHE,2003,25,117000000,9.19075064322806,0.664271906056976,2.74023743746733,Europe & Central Asia,High income
Channel Islands,CHI,2003,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Chile,CHL,2003,12.5,187000000,15.9489633682809,1.73010249454699,12.1655184384437,Latin America & Caribbean,High income
China,CHN,2003,20.2,2342000000,NA,0.499485340295067,11.6301389994481,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2003,8.5,61000000,13.3776188984917,NA,7.9429238685503805,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2003,8.9,NA,NA,0.421402577434693,8.98648205262813,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2003,NA,NA,NA,0.489109854073225,9.58687618303639,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2003,8.5,NA,8.64750467565705,0.887512258763074,9.00417638623643,Sub-Saharan Africa,Lower middle income
Colombia,COL,2003,12,147000000,11.2588268638482,1.54407648967643,12.4437383818101,Latin America & Caribbean,Upper middle income
Comoros,COM,2003,NA,NA,NA,NA,NA,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2003,11.1,NA,NA,0.752532561505065,2.2340846184262597,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2003,35.1,NA,13.6447951170138,0.935871858223121,0,Latin America & Caribbean,Upper middle income
Cuba,CUB,2003,36,NA,NA,1.55328540215952,NA,Latin America & Caribbean,Upper middle income
Curacao,CUW,2003,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cayman Islands,CYM,2003,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Cyprus,CYP,2003,10.7,6000000,37.614991707992,2.04216566614029,4.9151888974556694,Europe & Central Asia,High income
Czech Republic,CZE,2003,17,97000000,15.0554977935384,1.22073764144517,3.8357573965777103,Europe & Central Asia,High income
Germany,DEU,2003,32.2,64000000,10.9985666291368,0.699701703268239,2.92591022561349,Europe & Central Asia,High income
Djibouti,DJI,2003,10.8,NA,NA,4.28511705685619,18.330740164481,Middle East & North Africa,Lower middle income
Dominica,DMA,2003,18.8,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Denmark,DNK,2003,38,54000000,30.1407778844165,0.7943163183578,2.7346547911930497,Europe & Central Asia,High income
Dominican Republic,DOM,2003,17.3,8000000,11.7451429764128,1.18761489046583,4.01895901138712,Latin America & Caribbean,Upper middle income
Algeria,DZA,2003,6.2,195000000,NA,3.2349209665948,10.0963135956484,Middle East & North Africa,Upper middle income
Ecuador,ECU,2003,16,NA,NA,1.02025182817867,11.2190678609382,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2003,2.4,630000000,13.3499401197605,3.61479535739783,10.3704144299543,Middle East & North Africa,Lower middle income
Eritrea,ERI,2003,22,17000000,NA,16.6576643810482,31.1380205115532,Sub-Saharan Africa,Low income
Spain,ESP,2003,28.3,253000000,14.6493806293673,1.12982216548677,3.7110975982518504,Europe & Central Asia,High income
Estonia,EST,2003,18.8,13000000,19.8219292394108,1.19506570648301,4.95430809399478,Europe & Central Asia,High income
Ethiopia,ETH,2003,7.7,174000000,9.11689550681182,0.517264976724191,12.0791330645161,Sub-Saharan Africa,Low income
Finland,FIN,2003,37.5,227000000,22.0581354737099,1.14848411543448,2.99363467944148,Europe & Central Asia,High income
Fiji,FJI,2003,5.7,NA,NA,1.10836307440916,5.75732899022801,East Asia & Pacific,Upper middle income
France,FRA,2003,12.2,57000000,22.2164440786771,1.26802274967919,4.68331990330379,Europe & Central Asia,High income
Faroe Islands,FRO,2003,NA,NA,NA,NA,NA,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2003,0,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
Gabon,GAB,2003,9.2,NA,NA,1.82898199408174,7.851054284432479,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2003,17.9,775000000,24.4246004291142,0.711776084216436,6.24233311983673,Europe & Central Asia,High income
Georgia,GEO,2003,7.2,1000000,7.03284641701988,1.41578846568774,6.46231638418079,Europe & Central Asia,Upper middle income
Ghana,GHA,2003,9,6000000,18.4776861347961,0.0792599835026006,2.33670886075949,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2003,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guinea,GIN,2003,19.3,2000000,NA,0.405300540235964,11.968752239661699,Sub-Saharan Africa,Low income
"Gambia, The",GMB,2003,13.2,NA,5.58383773245207,0.178439988401401,2.54805543138131,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2003,NA,NA,NA,2.77135898076443,7.97717671586109,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2003,5,NA,NA,0.531201987512667,NA,Sub-Saharan Africa,Upper middle income
Greece,GRC,2003,8.7,2178000000,19.7076767099343,3.67668421392552,5.35264831143903,Europe & Central Asia,High income
Grenada,GRD,2003,26.7,NA,NA,NA,NA,Latin America & Caribbean,Upper middle income
Greenland,GRL,2003,NA,NA,NA,NA,NA,Europe & Central Asia,High income
Guatemala,GTM,2003,8.2,NA,11.6738556692474,1.12977177265226,5.39095431587742,Latin America & Caribbean,Upper middle income
Guam,GUM,2003,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Guyana,GUY,2003,20,NA,NA,1.1652952519857,4.36868443182288,Latin America & Caribbean,Upper middle income
"Hong Kong SAR, China",HKG,2003,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Honduras,HND,2003,5.5,NA,13.7464657766749,0.673130212552084,3.77538860789662,Latin America & Caribbean,Lower middle income
Croatia,HRV,2003,NA,24000000,21.6423867228095,1.63434588489748,4.3460185481292,Europe & Central Asia,High income
Haiti,HTI,2003,3.6,NA,NA,0.152622032113403,0,Latin America & Caribbean,Low income
Hungary,HUN,2003,9.8,NA,20.6159661554094,1.12284465349464,3.35633307959948,Europe & Central Asia,High income
Indonesia,IDN,2003,8,356000000,12.3855320643093,0.498534554167219,4.59959010643492,East Asia & Pacific,Lower middle income
Isle of Man,IMN,2003,5.81795058139535,NA,NA,NA,NA,Europe & Central Asia,High income
India,IND,2003,8.8,2758000000,9.10808432217665,0.563140975590538,9.1001192394033,South Asia,Lower middle income
Ireland,IRL,2003,13.3,NA,24.1638566038374,0.521190398871021,1.7809617026593598,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2003,4.1,282000000,5.20132534963171,2.62566144033284,12.099058845784601,Middle East & North Africa,Upper middle income
Iraq,IRQ,2003,NA,NA,NA,6.90951810109809,NA,Middle East & North Africa,Upper middle income
Iceland,ISL,2003,30.2,NA,23.7087750728065,0.0580979880666732,0,Europe & Central Asia,High income
Israel,ISR,2003,15,189000000,24.9625644355738,5.96924712103211,18.214721280072098,Middle East & North Africa,High income
Italy,ITA,2003,11.5,564000000,21.4125945405054,1.89156175674333,3.6173141929170103,Europe & Central Asia,High income
Jamaica,JAM,2003,11.7,NA,24.071100071624,0.244190703171549,1.74410023406306,Latin America & Caribbean,Upper middle income
Jordan,JOR,2003,5.5,281000000,17.9657742805068,8.1144690897475,16.066666666666702,Middle East & North Africa,Upper middle income
Japan,JPN,2003,7.1,483000000,8.91896343951415,0.375902090462948,2.64484053258187,East Asia & Pacific,High income
Kazakhstan,KAZ,2003,10.4,NA,13.0832376530724,1.29218940430455,4.82286382669369,Europe & Central Asia,Upper middle income
Kenya,KEN,2003,7.1,NA,NA,0.224542823865985,6.93807722885569,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2003,10,9000000,NA,0.731141044464871,6.043032294364941,Europe & Central Asia,Lower middle income
Cambodia,KHM,2003,9.8,NA,7.53784441565446,2.96984585571932,9.19118906512281,East Asia & Pacific,Lower middle income
Kiribati,KIR,2003,NA,NA,NA,NA,NA,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2003,13.3,NA,20.7755413371046,NA,NA,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2003,5.9,752000000,14.1400983555249,2.91811383771272,12.1734385736612,East Asia & Pacific,High income
Kuwait,KWT,2003,0,45000000,1.32471683301559,2.01770467377093,17.6671085021776,Middle East & North Africa,High income
Lao PDR,LAO,2003,22.9,0,NA,5.00323020323346,2.89797341034706,East Asia & Pacific,Lower middle income
Lebanon,LBN,2003,2.3,NA,15.3767134599505,6.15939590150467,13.009892939422699,Middle East & North Africa,Upper middle income
Liberia,LBR,2003,7.8,NA,NA,1.52432827933824,NA,Sub-Saharan Africa,Low income
Libya,LBY,2003,NA,NA,NA,4.06758680974647,4.83592400690846,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2003,11.1,NA,18.0721287631889,NA,NA,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2003,12,NA,NA,NA,NA,Europe & Central Asia,High income
Sri Lanka,LKA,2003,4.4,35000000,12.7106758527447,2.98877367477229,12.5364452458136,South Asia,Upper middle income
Lesotho,LSO,2003,11.7,NA,27.1148820182378,0.224286404767432,5.88235294117647,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2003,10.6,1000000,19.0427090117281,1.62127396501255,3.4965724595149696,Europe & Central Asia,High income
Luxembourg,LUX,2003,16.7,1000000,24.7117034312556,0.769151881858271,1.5449438202247199,Europe & Central Asia,High income
Latvia,LVA,2003,21,25000000,20.2739492800493,0.738448073881274,4.8856416772554,Europe & Central Asia,High income
"Macao SAR, China",MAC,2003,NA,NA,20.17363126948,NA,NA,East Asia & Pacific,High income
St. Martin (French part),MAF,2003,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
Morocco,MAR,2003,10.8,12000000,18.7897724841481,2.39320899982617,13.3974309668487,Middle East & North Africa,Lower middle income
Monaco,MCO,2003,20.8,NA,NA,NA,NA,Europe & Central Asia,High income
Moldova,MDA,2003,12.9,NA,14.6728701256381,0.715585380104364,1.24284015994812,Europe & Central Asia,Lower middle income
Madagascar,MDG,2003,3.8,NA,10.0089825071612,0.262373300115578,6.870275729106099,Sub-Saharan Africa,Low income
Maldives,MDV,2003,6,NA,9.42070183448992,NA,NA,South Asia,Upper middle income
Mexico,MEX,2003,22.6,31000000,NA,0.494934017621302,1.97125372277239,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2003,3,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2003,18.3,NA,NA,2.34278639989526,6.504771061419019,Europe & Central Asia,Upper middle income
Mali,MLI,2003,10.2,4000000,12.7679538099709,0.271899014031772,6.81910051143254,Sub-Saharan Africa,Low income
Malta,MLT,2003,7.7,NA,53.9887316665082,1.29899049881235,1.38444136657433,Middle East & North Africa,High income
Myanmar,MMR,2003,NA,94000000,2.21041186420545,2.55778531385874,12.755022719268899,East Asia & Pacific,Lower middle income
Montenegro,MNE,2003,NA,NA,NA,NA,NA,Europe & Central Asia,Upper middle income
Mongolia,MNG,2003,10.5,NA,18.0387455713481,1.55599105797544,4.53087520483051,East Asia & Pacific,Lower middle income
Northern Mariana Islands,MNP,2003,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Mozambique,MOZ,2003,30,1000000,NA,0.0900134767738336,4.87917896615638,Sub-Saharan Africa,Low income
Mauritania,MRT,2003,3.7,7000000,NA,2.55893271490399,NA,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2003,5.7,NA,16.0953276199032,0.375761857165403,0.754260022852601,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2003,9.3,NA,NA,0.136910482087982,1.8922279792746102,Sub-Saharan Africa,Low income
Malaysia,MYS,2003,10.5,147000000,15.4956551225138,1.20063419800925,8.55321741575667,East Asia & Pacific,Upper middle income
Namibia,NAM,2003,26.4,NA,23.7465724540013,2.35343216702465,8.371804736257161,Sub-Saharan Africa,Upper middle income
New Caledonia,NCL,2003,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Niger,NER,2003,1.2,5000000,NA,0.208752382606049,5.193107330270729,Sub-Saharan Africa,Low income
Nigeria,NGA,2003,4.9,62000000,NA,0.392509116360489,2.45931008565616,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2003,20.7,NA,11.7208158960434,0.680499603365945,2.78122555410691,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2003,36.7,125000000,20.3537372516137,0.706190460864139,3.3031304790074505,Europe & Central Asia,High income
Norway,NOR,2003,36.4,9000000,25.9291122241669,1.10454474485847,4.1746991175507,Europe & Central Asia,High income
Nepal,NPL,2003,5.9,9000000,8.65181185256516,0.807063798471625,11.673965175685499,South Asia,Low income
Nauru,NRU,2003,NA,NA,NA,NA,NA,East Asia & Pacific,Upper middle income
New Zealand,NZL,2003,28.3,107000000,29.2481384340701,0.416335655614891,3.7568363888460903,East Asia & Pacific,High income
Oman,OMN,2003,NA,36000000,NA,5.32628399838709,23.4499845153298,Middle East & North Africa,High income
Pakistan,PAK,2003,21.6,650000000,NA,1.9628319099635,25.414372477771302,South Asia,Lower middle income
Panama,PAN,2003,9.9,NA,NA,0.835703520719781,0,Latin America & Caribbean,High income
Peru,PER,2003,17.5,22000000,13.411521163568,1.31680869849604,7.5701413815837695,Latin America & Caribbean,Upper middle income
Philippines,PHL,2003,17.8,10000000,12.1017522610509,0.470332492462452,7.32468433366599,East Asia & Pacific,Lower middle income
Palau,PLW,2003,0,NA,NA,NA,NA,East Asia & Pacific,High income
Papua New Guinea,PNG,2003,0.9,NA,NA,0.125234511722758,1.88441522870446,East Asia & Pacific,Lower middle income
Poland,POL,2003,20.2,350000000,16.7454753939451,1.06588560296062,4.16677207919105,Europe & Central Asia,High income
Puerto Rico,PRI,2003,NA,NA,NA,NA,NA,Latin America & Caribbean,High income
"Korea, Dem. People’s Rep.",PRK,2003,NA,8000000,NA,8.82293630235668,NA,East Asia & Pacific,Low income
Portugal,PRT,2003,19.1,29000000,20.9214124301049,1.69385090051223,4.16324187114711,Europe & Central Asia,High income
Paraguay,PRY,2003,8.8,NA,NA,1.36742059032448,5.100375901578779,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2003,NA,NA,NA,NA,NA,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2003,NA,NA,NA,NA,NA,East Asia & Pacific,High income
Qatar,QAT,2003,NA,11000000,NA,3.0162904006558,11.6055101792027,Middle East & North Africa,High income
Romania,ROU,2003,10.7,17000000,17.7747637527772,1.77781793176833,6.79839502129053,Europe & Central Asia,Upper middle income
Russian Federation,RUS,2003,7.6,NA,13.3140302040686,1.87716499433335,11.2922545362324,Europe & Central Asia,Upper middle income
